GEO_ID,NAME,S1901_C01_001E,S1901_C01_001M,S1901_C01_002E,S1901_C01_002M,S1901_C01_003E,S1901_C01_003M,S1901_C01_004E,S1901_C01_004M,S1901_C01_005E,S1901_C01_005M,S1901_C01_006E,S1901_C01_006M,S1901_C01_007E,S1901_C01_007M,S1901_C01_008E,S1901_C01_008M,S1901_C01_009E,S1901_C01_009M,S1901_C01_010E,S1901_C01_010M,S1901_C01_011E,S1901_C01_011M,S1901_C01_012E,S1901_C01_012M,S1901_C01_013E,S1901_C01_013M,S1901_C01_014E,S1901_C01_014M,S1901_C01_015E,S1901_C01_015M,S1901_C01_016E,S1901_C01_016M,S1901_C02_001E,S1901_C02_001M,S1901_C02_002E,S1901_C02_002M,S1901_C02_003E,S1901_C02_003M,S1901_C02_004E,S1901_C02_004M,S1901_C02_005E,S1901_C02_005M,S1901_C02_006E,S1901_C02_006M,S1901_C02_007E,S1901_C02_007M,S1901_C02_008E,S1901_C02_008M,S1901_C02_009E,S1901_C02_009M,S1901_C02_010E,S1901_C02_010M,S1901_C02_011E,S1901_C02_011M,S1901_C02_012E,S1901_C02_012M,S1901_C02_013E,S1901_C02_013M,S1901_C02_014E,S1901_C02_014M,S1901_C02_015E,S1901_C02_015M,S1901_C02_016E,S1901_C02_016M,S1901_C03_001E,S1901_C03_001M,S1901_C03_002E,S1901_C03_002M,S1901_C03_003E,S1901_C03_003M,S1901_C03_004E,S1901_C03_004M,S1901_C03_005E,S1901_C03_005M,S1901_C03_006E,S1901_C03_006M,S1901_C03_007E,S1901_C03_007M,S1901_C03_008E,S1901_C03_008M,S1901_C03_009E,S1901_C03_009M,S1901_C03_010E,S1901_C03_010M,S1901_C03_011E,S1901_C03_011M,S1901_C03_012E,S1901_C03_012M,S1901_C03_013E,S1901_C03_013M,S1901_C03_014E,S1901_C03_014M,S1901_C03_015E,S1901_C03_015M,S1901_C03_016E,S1901_C03_016M,S1901_C04_001E,S1901_C04_001M,S1901_C04_002E,S1901_C04_002M,S1901_C04_003E,S1901_C04_003M,S1901_C04_004E,S1901_C04_004M,S1901_C04_005E,S1901_C04_005M,S1901_C04_006E,S1901_C04_006M,S1901_C04_007E,S1901_C04_007M,S1901_C04_008E,S1901_C04_008M,S1901_C04_009E,S1901_C04_009M,S1901_C04_010E,S1901_C04_010M,S1901_C04_011E,S1901_C04_011M,S1901_C04_012E,S1901_C04_012M,S1901_C04_013E,S1901_C04_013M,S1901_C04_014E,S1901_C04_014M,S1901_C04_015E,S1901_C04_015M,S1901_C04_016E,S1901_C04_016M
5001600US4701,"Congressional District 1 (116th Congress), Tennessee",291974,1797,8.1,0.4,6.4,0.4,13.3,0.4,12.1,0.4,15.1,0.5,18.6,0.5,11.1,0.4,9.7,0.3,3,0.2,2.6,0.2,44378,668,61856,846,33,(X),(X),(X),(X),(X),191466,2331,5.1,0.4,3.5,0.3,9.5,0.6,11,0.5,15.2,0.6,21.2,0.7,14,0.6,13.1,0.5,4.1,0.3,3.5,0.3,56007,1091,73438,1353,(X),(X),34.1,(X),(X),(X),143178,2234,2,0.2,1.8,0.2,6.3,0.5,9.7,0.6,14.5,0.7,23.2,0.7,16.5,0.7,16.4,0.7,5.2,0.4,4.4,0.4,66444,1108,84406,1613,(X),(X),(X),(X),(X),(X),100508,2046,15.2,0.8,12.6,0.9,21.3,0.9,14.5,0.8,14.3,0.9,12.8,0.8,4.9,0.5,2.8,0.4,0.7,0.1,0.9,0.2,25549,639,37523,1164,(X),(X),(X),(X),30,(X)
5001600US4702,"Congressional District 2 (116th Congress), Tennessee",298909,1436,6.9,0.3,4.7,0.3,10.4,0.4,10.1,0.4,13.6,0.4,18,0.5,13,0.4,13.5,0.4,5,0.2,4.8,0.2,55006,703,76364,1025,30.4,(X),(X),(X),(X),(X),193023,2014,4.1,0.3,2.3,0.2,6.6,0.4,8.2,0.4,12.2,0.5,19.6,0.6,15.6,0.6,17.6,0.6,6.9,0.4,6.8,0.4,70700,853,92443,1466,(X),(X),31,(X),(X),(X),149139,2031,1.6,0.2,1.2,0.2,4.3,0.3,6.4,0.4,10.5,0.5,20.2,0.8,17.8,0.7,21.3,0.8,8.5,0.5,8.2,0.4,82842,1250,104599,1660,(X),(X),(X),(X),(X),(X),105886,1792,12.9,0.6,9.5,0.7,17.4,0.8,13.9,0.7,16.3,0.7,14.7,0.7,7.2,0.6,5.5,0.5,1.3,0.3,1.2,0.2,31890,534,44842,963,(X),(X),(X),(X),28,(X)
5001600US4703,"Congressional District 3 (116th Congress), Tennessee",291128,1704,6.7,0.3,5.9,0.3,11.7,0.4,11.2,0.5,14.1,0.4,18,0.5,11.8,0.5,12.2,0.4,4.3,0.2,4.1,0.2,50454,753,70939,1057,36.2,(X),(X),(X),(X),(X),188769,2070,4.2,0.4,2.9,0.3,8.3,0.5,9.2,0.5,13.4,0.6,19.6,0.7,14.9,0.6,16,0.6,5.9,0.3,5.6,0.4,64293,1073,84989,1618,(X),(X),36.7,(X),(X),(X),142195,2145,1.8,0.2,1.7,0.3,5.2,0.4,7.5,0.5,11.9,0.6,20.7,0.7,17.3,0.8,19.4,0.7,7.4,0.4,7.1,0.5,76541,1116,97609,1976,(X),(X),(X),(X),(X),(X),102359,1611,12.4,0.7,11.9,0.7,18.8,0.9,15.1,0.9,15.1,0.9,14.5,0.8,5.7,0.5,4.2,0.4,1.2,0.2,1.2,0.2,29562,889,42904,1234,(X),(X),(X),(X),33.9,(X)
5001600US4704,"Congressional District 4 (116th Congress), Tennessee",289286,1633,5.9,0.4,4.8,0.3,9.1,0.3,10,0.4,14.6,0.5,19.9,0.6,14,0.4,13.6,0.5,4.5,0.3,3.6,0.3,56177,831,72507,988,36.5,(X),(X),(X),(X),(X),201512,1983,3.6,0.3,2.5,0.3,6.3,0.4,8.5,0.4,13.8,0.6,21,0.7,16.8,0.5,17.1,0.6,5.9,0.4,4.4,0.3,67647,917,83618,1270,(X),(X),36.6,(X),(X),(X),151297,2325,1.3,0.2,1.2,0.2,4,0.4,6.8,0.5,12.3,0.6,21.8,0.9,19.3,0.6,20.5,0.8,7.3,0.5,5.5,0.4,78063,1019,94796,1711,(X),(X),(X),(X),(X),(X),87774,2006,12.1,0.9,10.6,0.8,16.2,0.8,14.5,0.9,17.4,1.1,16.2,0.8,6.3,0.6,4.6,0.6,1,0.3,1.3,0.3,32365,976,43494,1636,(X),(X),(X),(X),34.6,(X)
5001600US4705,"Congressional District 5 (116th Congress), Tennessee",312581,1500,5.9,0.3,3.8,0.2,8.5,0.4,9.4,0.4,14,0.4,18.9,0.6,13.6,0.5,14.1,0.5,5.4,0.3,6.5,0.3,59705,765,84764,1013,38.1,(X),(X),(X),(X),(X),177463,1974,3.9,0.4,2.3,0.3,6.8,0.4,8,0.5,12.3,0.6,18.5,0.8,14.9,0.6,17.1,0.7,7,0.4,9.1,0.5,72025,1178,101050,1550,(X),(X),39.8,(X),(X),(X),122766,2003,1.2,0.2,1,0.2,3.8,0.4,5.7,0.5,9.8,0.6,17.6,0.9,17.3,0.7,22,0.9,9.2,0.5,12.3,0.6,90037,1384,121568,1999,(X),(X),(X),(X),(X),(X),135118,2001,9,0.6,6.2,0.5,11.4,0.7,11.7,0.6,16.7,0.7,19.2,0.9,11.2,0.6,9.1,0.7,2.8,0.3,2.8,0.3,45058,929,60639,1325,(X),(X),(X),(X),34.5,(X)
5001600US4706,"Congressional District 6 (116th Congress), Tennessee",295245,1338,5.9,0.3,4.7,0.3,10.2,0.3,10.4,0.4,14.1,0.4,18.8,0.5,13.2,0.4,13.6,0.5,4.9,0.3,4.2,0.3,55785,761,74246,914,37.2,(X),(X),(X),(X),(X),209195,1838,3.7,0.3,2.3,0.2,6.5,0.4,9.1,0.5,13.4,0.5,20.3,0.6,15.8,0.6,17.2,0.6,6.4,0.4,5.4,0.3,68036,1039,86332,1322,(X),(X),37.1,(X),(X),(X),163063,1852,1.5,0.2,1.3,0.2,4.6,0.4,6.9,0.5,12.3,0.6,20.8,0.7,18.1,0.7,20.2,0.7,7.7,0.5,6.5,0.4,78012,1029,96327,1460,(X),(X),(X),(X),(X),(X),86050,1759,12.8,0.9,11,0.8,19.3,0.9,15,1,15.8,0.9,14.1,0.9,6,0.5,4,0.5,1,0.2,1,0.2,29495,961,41024,1222,(X),(X),(X),(X),35.5,(X)
5001600US4707,"Congressional District 7 (116th Congress), Tennessee",282209,1558,6,0.4,4.4,0.2,9.5,0.4,9.4,0.4,13.4,0.4,17.3,0.5,12.4,0.4,14.1,0.5,6,0.3,7.6,0.3,59932,798,86795,1083,35.1,(X),(X),(X),(X),(X),202114,1716,3.4,0.3,2.2,0.2,6.6,0.4,7.8,0.4,12.8,0.5,18.1,0.6,14.3,0.5,17.5,0.7,7.6,0.4,9.7,0.4,73669,933,101533,1527,(X),(X),34.6,(X),(X),(X),159625,1905,1.2,0.2,1,0.2,4.1,0.3,6.5,0.4,11.6,0.5,18.2,0.6,16,0.6,20.3,0.7,9.2,0.5,11.8,0.5,85155,1168,115474,1856,(X),(X),(X),(X),(X),(X),80095,1737,13.6,0.9,10.3,0.7,17.6,1,13.7,0.8,14.7,0.9,15.2,0.9,6.5,0.6,4.7,0.5,1.8,0.3,2,0.4,30809,804,46517,1595,(X),(X),(X),(X),34.6,(X)
5001600US4708,"Congressional District 8 (116th Congress), Tennessee",267656,1757,6.8,0.4,4.8,0.3,9.8,0.4,9.4,0.4,12.3,0.5,17.5,0.5,12.1,0.4,14.6,0.5,5.9,0.3,6.9,0.3,59200,965,85618,1273,35.8,(X),(X),(X),(X),(X),191571,1674,4.3,0.3,2.5,0.2,6.8,0.4,8,0.4,11.6,0.5,18.2,0.6,14,0.5,18.1,0.6,7.6,0.4,9,0.4,72856,1281,100752,1610,(X),(X),35.7,(X),(X),(X),145483,1799,1.3,0.2,1.1,0.2,4,0.4,5.8,0.4,10.1,0.6,19.1,0.7,15.7,0.6,22,0.8,9.5,0.4,11.4,0.5,88078,1651,117423,1944,(X),(X),(X),(X),(X),(X),76085,1549,14.3,1.1,11.1,0.7,18.7,1,13.4,0.9,13.9,1,14.6,0.9,6.4,0.7,4.7,0.5,1.4,0.3,1.6,0.3,29139,803,44512,1652,(X),(X),(X),(X),34.4,(X)
5001600US4709,"Congressional District 9 (116th Congress), Tennessee",268304,1827,10.3,0.5,7.2,0.4,13.3,0.6,12,0.5,14.8,0.6,17.6,0.6,9.9,0.5,9.1,0.4,3.1,0.2,2.7,0.2,41886,634,58911,837,38,(X),(X),(X),(X),(X),153857,2076,7.6,0.6,4.9,0.4,10.9,0.7,11.7,0.7,14.2,0.8,18.6,0.7,12.3,0.6,11.9,0.5,4.2,0.4,3.8,0.3,51010,1145,69105,1237,(X),(X),41.3,(X),(X),(X),77450,1925,1.7,0.4,1.5,0.3,5,0.5,8.4,0.8,13.2,1,20.3,1.1,16.9,1.1,19.2,1,7.4,0.6,6.5,0.6,75049,1599,94378,2115,(X),(X),(X),(X),(X),(X),114447,1810,15.2,0.8,10.8,0.7,17.3,0.8,12.9,0.8,15.3,0.8,15.3,0.9,6.1,0.5,4.6,0.4,1.3,0.2,1.2,0.2,30007,885,42599,959,(X),(X),(X),(X),32.1,(X)
5001600US4801,"Congressional District 1 (116th Congress), Texas",255476,2012,7.5,0.4,5.1,0.4,11.5,0.4,10.6,0.4,13.8,0.5,18.4,0.6,12.5,0.5,12.1,0.4,4.4,0.3,4,0.3,51435,672,70577,1062,34.5,(X),(X),(X),(X),(X),177067,1932,5,0.4,2.9,0.3,8.7,0.5,9.1,0.5,13.6,0.7,19.7,0.7,14.4,0.6,15.6,0.6,5.6,0.4,5.3,0.4,62320,1003,82131,1450,(X),(X),35.3,(X),(X),(X),130004,1932,1.7,0.3,1.4,0.2,5.8,0.5,7.2,0.5,12.4,0.7,20.6,0.8,17.1,0.8,19.8,0.7,7.2,0.5,6.8,0.6,76433,1358,96240,1775,(X),(X),(X),(X),(X),(X),78409,1747,14.7,0.8,10.8,0.9,18.9,0.9,14.4,0.9,14.2,1,14.7,1.1,6.1,0.6,3.7,0.5,1.3,0.3,1.2,0.3,28226,1238,41312,1311,(X),(X),(X),(X),31,(X)
5001600US4802,"Congressional District 2 (116th Congress), Texas",289834,1695,4.4,0.4,2.2,0.2,6.2,0.4,7.2,0.5,10.7,0.5,16.2,0.5,12.5,0.5,17.6,0.6,9.6,0.5,13.2,0.4,80414,1233,113159,1852,34.9,(X),(X),(X),(X),(X),194588,2081,3.1,0.4,1.3,0.2,5,0.4,6.4,0.5,9.6,0.6,14.2,0.6,12.6,0.7,19.7,0.8,11.8,0.6,16.3,0.5,95298,1761,128317,2152,(X),(X),37.1,(X),(X),(X),147669,2395,1.5,0.2,0.7,0.2,2.9,0.3,4.3,0.5,7.2,0.6,12.9,0.7,12.7,0.7,22.8,0.9,14.5,0.8,20.4,0.7,114530,2179,148876,2804,(X),(X),(X),(X),(X),(X),95246,2168,8,0.9,4.3,0.5,9.6,0.8,9.9,0.8,13.3,1.1,20.2,1.1,11.7,0.7,11.9,0.9,4.6,0.5,6.4,0.6,54455,1180,77536,2675,(X),(X),(X),(X),29,(X)
5001600US4803,"Congressional District 3 (116th Congress), Texas",308181,1792,3.3,0.3,1.5,0.2,4.2,0.3,5.6,0.3,9.1,0.4,14.4,0.4,13.2,0.5,20.2,0.5,12.6,0.4,15.8,0.4,96905,1149,125128,1601,34.1,(X),(X),(X),(X),(X),225226,1991,1.9,0.2,0.7,0.1,2.7,0.3,4.2,0.4,6.8,0.4,12.3,0.5,13.2,0.6,22.6,0.7,15.6,0.6,19.8,0.6,114914,1943,143449,2157,(X),(X),35.3,(X),(X),(X),185078,2337,1,0.2,0.4,0.1,1.6,0.2,3.1,0.4,5.2,0.4,10.5,0.6,12.9,0.6,24.4,0.8,17.8,0.6,23.2,0.7,129864,1744,157546,2437,(X),(X),(X),(X),(X),(X),82955,2081,8,0.8,3.6,0.6,8.5,0.7,10.2,0.8,15.6,0.9,20.5,1,12.6,1,13,0.9,4,0.5,4.1,0.5,53992,1005,71668,1787,(X),(X),(X),(X),29.6,(X)
5001600US4804,"Congressional District 4 (116th Congress), Texas",271782,1523,6.7,0.3,4.8,0.3,9.8,0.3,10,0.4,12.9,0.5,17.5,0.5,12.8,0.4,14.3,0.4,5.9,0.3,5.2,0.3,56807,794,77604,1243,40.1,(X),(X),(X),(X),(X),193568,1773,4.1,0.3,2.4,0.3,6.6,0.3,8.9,0.5,12.5,0.5,18.5,0.5,14.8,0.5,17.8,0.5,7.6,0.4,6.7,0.4,70621,1117,90175,1612,(X),(X),40,(X),(X),(X),148389,1980,1.7,0.3,1.1,0.2,4.1,0.3,7.4,0.5,11.5,0.6,18.7,0.6,16.7,0.7,21.1,0.6,9.4,0.5,8.4,0.5,82862,1141,102792,1913,(X),(X),(X),(X),(X),(X),78214,1323,14.4,0.8,11,0.8,18.8,0.8,13.9,0.9,14.1,0.8,13.8,0.9,6.7,0.7,4.7,0.5,1.5,0.3,1.2,0.3,28776,1008,43018,1490,(X),(X),(X),(X),38.5,(X)
5001600US4805,"Congressional District 5 (116th Congress), Texas",255078,1665,5.6,0.3,4.8,0.3,10.3,0.4,10.8,0.5,14.7,0.5,18.9,0.6,12.3,0.4,13.1,0.5,5.1,0.3,4.4,0.2,54138,776,74027,1031,37.2,(X),(X),(X),(X),(X),180324,1793,3.6,0.4,3,0.3,7.9,0.5,10,0.5,14.4,0.6,19.7,0.6,14,0.6,15.6,0.6,6.2,0.4,5.6,0.3,63031,980,83992,1296,(X),(X),37.9,(X),(X),(X),128661,2029,1.6,0.3,1.5,0.3,5.5,0.5,7.8,0.6,12.4,0.7,20.2,0.7,15.7,0.9,19.6,0.8,8.2,0.5,7.5,0.5,76451,1313,98049,1615,(X),(X),(X),(X),(X),(X),74754,1531,11.6,1,9.9,0.7,17.5,1.2,14.2,0.9,15.6,1,15.7,1,7.2,0.6,5.4,0.6,1.7,0.3,1.2,0.3,32255,878,45371,1424,(X),(X),(X),(X),33.4,(X)
5001600US4806,"Congressional District 6 (116th Congress), Texas",267728,1943,4.1,0.3,3,0.3,6.4,0.4,8.1,0.4,11.8,0.5,19.3,0.6,14.8,0.5,17.9,0.6,7.9,0.4,6.7,0.3,70962,863,89717,1301,31.2,(X),(X),(X),(X),(X),196507,1732,2.8,0.3,1.7,0.2,4.9,0.4,6.4,0.4,10.6,0.5,18.6,0.7,16,0.6,20.9,0.7,9.7,0.5,8.5,0.4,81859,940,101140,1598,(X),(X),32,(X),(X),(X),144075,1902,1,0.2,0.9,0.2,2.8,0.4,4.4,0.4,8.5,0.6,17.2,0.7,17.5,0.8,24.9,0.9,12.1,0.6,10.8,0.6,96735,1287,114977,1518,(X),(X),(X),(X),(X),(X),71221,1794,8.8,0.7,7,0.8,11.9,0.9,13.2,1,16.1,1.1,21.3,1.1,10.3,0.8,8.2,0.8,2,0.3,1.1,0.2,42440,1216,52725,1298,(X),(X),(X),(X),26.7,(X)
5001600US4807,"Congressional District 7 (116th Congress), Texas",299661,1939,4.5,0.4,2.8,0.3,7.4,0.4,7.5,0.4,11,0.5,16.2,0.7,12.5,0.6,15,0.6,7.7,0.4,15.5,0.5,75925,1072,124701,1760,33.3,(X),(X),(X),(X),(X),194103,2435,3.5,0.4,1.8,0.2,5.7,0.5,6.5,0.6,9.1,0.6,13.6,0.7,12.5,0.7,16.9,0.8,9.5,0.5,20.8,0.7,93739,2208,150383,2778,(X),(X),34.3,(X),(X),(X),146368,2167,1.6,0.3,1.3,0.3,3.7,0.4,4.8,0.6,7.4,0.6,12,0.7,12.4,0.8,19.1,0.9,11.5,0.7,26.2,0.8,115587,2350,176963,3324,(X),(X),(X),(X),(X),(X),105558,2221,7.6,0.8,4.6,0.6,10.6,0.9,9.7,0.8,14.8,0.9,20.7,1.1,12.6,0.9,10.2,0.8,3.6,0.4,5.6,0.5,52383,1127,74256,1886,(X),(X),(X),(X),30.3,(X)
5001600US4808,"Congressional District 8 (116th Congress), Texas",292291,1978,4.8,0.3,3.1,0.3,7.5,0.5,8,0.5,11.1,0.6,16.2,0.6,12.5,0.6,16.8,0.6,8.6,0.5,11.5,0.5,73701,1313,104447,1886,39.2,(X),(X),(X),(X),(X),213468,2501,2.7,0.3,1.8,0.3,5.4,0.5,6.8,0.5,9.8,0.7,15.9,0.8,13.5,0.7,19.2,0.8,10.4,0.7,14.4,0.6,87874,2099,120052,2407,(X),(X),40.2,(X),(X),(X),170324,2539,1.1,0.2,1,0.3,3.6,0.5,5,0.4,8.4,0.7,15.4,0.9,14.3,0.8,21.9,0.9,12.1,0.7,17.2,0.8,102366,1981,135270,2868,(X),(X),(X),(X),(X),(X),78823,2101,11.7,1,7.1,0.9,13.8,1,11.7,1,14.6,1.2,16.6,1.1,9.4,1,8.7,0.9,3.3,0.6,3.2,0.5,40149,1435,58606,2297,(X),(X),(X),(X),35.4,(X)
5001600US4809,"Congressional District 9 (116th Congress), Texas",265623,2275,7.8,0.4,4.8,0.3,11.3,0.5,11.8,0.5,15.1,0.7,18.9,0.8,12,0.5,11.6,0.5,3.9,0.3,2.9,0.3,49160,899,64115,920,40.9,(X),(X),(X),(X),(X),180653,2563,5.6,0.5,3.6,0.4,10.3,0.6,10.9,0.6,15.5,0.7,19.2,0.9,13.9,0.6,13,0.6,4.7,0.4,3.5,0.3,54962,1305,70426,1353,(X),(X),43.5,(X),(X),(X),107900,2212,2.3,0.4,2.2,0.4,7.1,0.6,9.5,0.8,13.6,0.9,20.1,1,16.3,0.9,16.9,0.9,6.8,0.7,5.2,0.5,68294,1609,84913,1880,(X),(X),(X),(X),(X),(X),84970,2434,14.4,0.9,7.8,0.7,15,0.9,14.1,1.1,14.7,1.2,16.6,1.2,7.9,0.9,6.4,0.7,1.6,0.3,1.4,0.3,33440,1386,46405,1281,(X),(X),(X),(X),33.2,(X)
5001600US4810,"Congressional District 10 (116th Congress), Texas",306132,2045,4,0.3,2.7,0.2,6.4,0.4,7.3,0.3,10.6,0.5,16.5,0.7,13.1,0.5,18.7,0.5,9.4,0.4,11.2,0.4,78872,1166,105615,1152,35.1,(X),(X),(X),(X),(X),210445,2154,2.3,0.3,1.4,0.2,4.5,0.4,5.4,0.4,9,0.5,15.2,0.7,14,0.6,21.9,0.7,11.9,0.5,14.4,0.6,96259,1682,121965,1683,(X),(X),36,(X),(X),(X),167810,2209,1,0.2,0.9,0.2,3,0.4,4.2,0.4,7.4,0.6,13.7,0.7,14.1,0.6,24.2,0.8,14,0.6,17.4,0.7,109355,1392,135452,1842,(X),(X),(X),(X),(X),(X),95687,1749,8.4,0.8,5.8,0.6,11.1,0.9,11.8,0.9,14.8,1.1,19.1,1.1,11.2,1,10.3,0.8,3.8,0.6,3.6,0.4,48198,1214,65889,1979,(X),(X),(X),(X),31.4,(X)
5001600US4811,"Congressional District 11 (116th Congress), Texas",272282,1883,5.9,0.3,4.1,0.3,10.1,0.4,9.6,0.4,13.3,0.4,17.8,0.4,12.7,0.5,14.6,0.6,5.9,0.3,6,0.3,59444,986,83315,1411,33.1,(X),(X),(X),(X),(X),183696,2190,3.4,0.3,2.1,0.3,6.7,0.4,7.9,0.5,12.9,0.5,18.8,0.6,14.6,0.6,18.2,0.7,7.7,0.4,7.6,0.4,72359,1184,96742,1755,(X),(X),32.9,(X),(X),(X),139536,2198,1.5,0.2,1.2,0.2,4.6,0.3,5.6,0.4,11.6,0.5,18.4,0.7,16.6,0.8,21.5,0.8,9.4,0.6,9.6,0.5,85046,1318,110474,2266,(X),(X),(X),(X),(X),(X),88586,1819,12.5,0.8,8.6,0.8,17.9,0.9,13.9,0.8,14.1,0.8,15,0.9,7.7,0.8,6.3,0.7,1.7,0.3,2.2,0.4,32147,668,51156,2040,(X),(X),(X),(X),31.8,(X)
5001600US4812,"Congressional District 12 (116th Congress), Texas",290833,1853,4.7,0.3,3.1,0.3,6.7,0.4,8.6,0.5,11.5,0.4,18.6,0.6,14,0.5,17.8,0.5,7.3,0.4,7.7,0.3,70155,1089,93325,1223,29.9,(X),(X),(X),(X),(X),197445,2064,2.6,0.2,1.6,0.3,4.7,0.4,6.7,0.5,10.5,0.6,18.2,0.7,15,0.7,21.4,0.7,9.4,0.5,9.9,0.4,83625,1361,107797,1579,(X),(X),30.8,(X),(X),(X),148498,2347,0.9,0.1,0.8,0.2,2.7,0.4,5,0.4,8.5,0.6,17.3,0.8,15.6,0.7,25.2,0.9,11.5,0.6,12.5,0.6,98568,1470,122895,1852,(X),(X),(X),(X),(X),(X),93388,2060,10.4,0.8,6.3,0.7,12,0.9,13.1,0.8,14.3,0.9,19.6,1.1,10.5,0.8,8.8,0.6,2.6,0.4,2.5,0.4,42822,1521,58565,1815,(X),(X),(X),(X),26,(X)
5001600US4813,"Congressional District 13 (116th Congress), Texas",258587,1793,6.4,0.4,4.8,0.3,10.7,0.4,11.2,0.4,14,0.5,18.8,0.6,12.5,0.4,13.5,0.4,4.3,0.2,3.7,0.2,53065,712,70843,749,37.5,(X),(X),(X),(X),(X),174251,1829,4.1,0.4,2.4,0.3,7.4,0.4,9.5,0.4,13.2,0.6,20.4,0.6,14.8,0.6,17.4,0.6,5.8,0.3,5,0.3,65322,996,83559,1001,(X),(X),38.5,(X),(X),(X),131795,1832,1.5,0.2,1.3,0.2,4.7,0.3,7.6,0.4,12.3,0.6,20.8,0.7,17.2,0.6,21.2,0.7,7.2,0.4,6.2,0.4,77236,1045,95065,1256,(X),(X),(X),(X),(X),(X),84336,1490,12.6,0.7,10.1,0.7,18.3,0.9,15.4,0.8,15.9,0.9,14.6,0.8,6.5,0.6,4.5,0.5,1.1,0.2,0.9,0.2,30545,565,41576,1075,(X),(X),(X),(X),33.9,(X)
5001600US4814,"Congressional District 14 (116th Congress), Texas",269223,2115,6.5,0.4,4.2,0.3,9.2,0.5,8.6,0.4,11.4,0.4,16.7,0.6,12.2,0.5,16,0.5,7.6,0.5,7.6,0.3,63899,850,86925,1121,41.3,(X),(X),(X),(X),(X),184481,2264,4.2,0.4,2.6,0.3,6.6,0.5,6.9,0.4,10.9,0.5,17,0.7,13.6,0.6,19,0.7,9.5,0.6,9.7,0.4,77603,1240,100672,1406,(X),(X),42.1,(X),(X),(X),133747,2217,1.5,0.3,1.3,0.2,3.9,0.4,5.2,0.4,9,0.6,16.5,0.8,14.7,0.7,23.1,0.9,12.3,0.7,12.5,0.6,96359,1312,117529,1647,(X),(X),(X),(X),(X),(X),84742,1673,12.6,0.9,8.1,0.6,15.8,1,12.5,0.9,13.1,0.8,15.7,1.1,8.2,0.7,8.6,0.7,3,0.6,2.4,0.4,35972,1455,53051,1807,(X),(X),(X),(X),37.9,(X)
5001600US4815,"Congressional District 15 (116th Congress), Texas",227863,1788,9.6,0.6,6.7,0.5,12.6,0.7,10.9,0.5,13.1,0.6,17,0.7,10.4,0.5,11.9,0.5,4.5,0.3,3.3,0.3,46341,1011,64401,956,35,(X),(X),(X),(X),(X),179218,1965,7.2,0.5,5.5,0.5,12.2,0.7,11,0.6,12.9,0.7,17.3,0.8,11.5,0.6,13.4,0.6,5.2,0.3,3.7,0.3,51489,1168,69504,1121,(X),(X),36.3,(X),(X),(X),122385,2182,3.5,0.5,4.2,0.5,9.8,0.8,9.5,0.6,12.1,0.7,17.8,0.9,13.7,0.8,17.5,0.8,7,0.5,4.9,0.5,64057,1381,81629,1367,(X),(X),(X),(X),(X),(X),48645,1437,20.4,1.6,11.4,1.1,15,1.4,11.9,1.3,13.5,1.4,15.1,1.3,5.2,0.8,5,0.7,1.2,0.4,1.3,0.4,27058,1401,40822,1660,(X),(X),(X),(X),27.9,(X)
5001600US4816,"Congressional District 16 (116th Congress), Texas",240954,1519,8.6,0.4,5.8,0.3,12,0.5,10.9,0.5,14.2,0.6,19.1,0.6,10.9,0.5,11.7,0.5,3.9,0.3,2.8,0.3,48175,975,64416,972,30.2,(X),(X),(X),(X),(X),172480,1697,5.4,0.4,3.9,0.4,10.5,0.5,10.7,0.6,15,0.6,20.2,0.7,12.2,0.6,13.9,0.6,4.9,0.4,3.3,0.4,54181,928,71711,1240,(X),(X),32.2,(X),(X),(X),114078,1998,2.2,0.3,2.4,0.4,7.9,0.6,8.8,0.6,13.9,0.8,21,0.9,14.4,0.8,18.2,0.9,6.7,0.6,4.5,0.5,66380,1295,84487,1593,(X),(X),(X),(X),(X),(X),68474,1499,17.8,1.1,10.7,1,16.7,1.4,11.9,0.8,13,1.2,15.8,1.1,6.4,0.6,5.2,0.7,1.4,0.4,1,0.2,28472,1285,42177,1504,(X),(X),(X),(X),23.1,(X)
5001600US4817,"Congressional District 17 (116th Congress), Texas",281649,2011,8.2,0.4,4.7,0.3,9.8,0.4,9.8,0.4,13.2,0.5,17.6,0.6,12.3,0.4,14,0.5,5.6,0.3,4.8,0.2,55054,752,74590,987,32.9,(X),(X),(X),(X),(X),176099,1977,4.2,0.3,2.8,0.3,7.1,0.4,8.6,0.4,11.9,0.6,18.5,0.7,14.2,0.6,18.5,0.7,7.7,0.5,6.5,0.4,70416,1045,89210,1480,(X),(X),33.8,(X),(X),(X),126614,1938,1.2,0.2,1.4,0.3,4.2,0.4,6.8,0.4,10.7,0.6,18.4,0.9,15.9,0.8,22.6,0.9,10.1,0.6,8.7,0.5,85778,1480,104790,1901,(X),(X),(X),(X),(X),(X),105550,2047,15.7,0.9,8.1,0.6,14.8,0.9,12.5,0.8,15.3,0.8,16.1,1,8.3,0.6,5.7,0.6,1.8,0.3,1.5,0.3,33892,1127,47235,1307,(X),(X),(X),(X),29.9,(X)
